0	3532
0	558
0	5824
0	610
0	5766
0	1977
0	13170
18	969
20	4387
20	3659
22	929
35	369
66	278
66	1898
66	176
66	10404
66	8874
66	2650
66	254
66	586
66	1273
66	541
66	2065
66	9606
66	8652
66	166
66	3018
66	657
66	8868
66	42
66	1565
66	660
66	2950
66	2989
66	3655
66	1234
66	785
66	5145
66	302
66	1691
66	1470
66	423
66	3838
66	2909
66	5830
66	816
100	2112
100	4109
106	1628
108	10299
108	582
108	844
108	10147
108	89
108	636
108	12776
108	12368
108	6035
108	10285
108	1023
108	2235
108	928
108	2284
108	82
108	3453
108	248
108	232
108	262
108	4434
108	13647
108	398
108	1304
108	45
108	5762
108	1317
108	80
108	809
108	3867
108	515
108	75
108	56
108	2090
285	1228
287	153
312	6960
314	1122
314	5
314	8170
314	41
314	2725
314	959
314	1396
314	1348
314	1862
314	3560
323	13902
330	2164
339	7207
383	8522
383	2692
383	4886
387	222
387	1864
387	384
387	511
407	1661
407	166
407	384
407	2262
407	860
407	515
407	2196
407	1486
413	5343
413	3336
437	7
437	2734
437	274
437	703
437	1591
437	3535
444	1810
444	792
444	3102
444	3373
444	2502
444	7467
444	1546
444	175
444	263
444	646
444	1680
444	844
444	8783
444	249
444	414
444	13739
444	524
444	8414
444	41
444	4386
444	248
444	1111
444	2407
444	4298
444	328
444	13
444	3532
444	1741
444	1794
444	121
444	154
444	1497
444	232
444	1446
444	1194
444	4588
444	602
444	2619
444	9690
488	232
494	2607
494	1748
494	611
498	10339
498	131
498	315
498	986
498	1317
498	2719
498	925
498	95
498	711
498	292
498	604
498	6049
498	657
498	605
498	533
498	9467
498	1438
498	1654
498	683
498	335
498	7
498	1438
498	10
498	1145
522	2174
522	3444
522	841
522	4095
522	4819
525	2189
525	13172
537	1325
537	12611
537	2379
537	3090
537	8601
537	570
537	410
537	10017
537	1195
537	49
537	693
537	943
537	10948
537	942
537	1282
537	408
537	959
537	335
537	6794
537	206
537	2187
537	660
537	158
537	2562
537	2316
537	884
537	1154
537	1513
537	202
537	2117
537	395
537	1719
578	1314
578	1290
578	206
578	638
578	4940
578	608
578	3765
591	8275
591	3387
591	645
631	2743
631	1178
631	10793
631	1043
631	1039
631	1179
631	2247
631	1890
631	9300
631	5406
631	202
631	2147
631	923
631	5276
631	107
631	703
631	7
631	1305
631	3012
631	123
631	8941
631	9374
631	1834
631	236
631	6790
631	868
631	1495
631	793
631	3539
631	11
653	7154
680	7
680	2912
680	2177
680	825
713	13226
713	449
748	638
751	676
751	10855
751	4668
789	485
636	111
636	4783
636	4525
636	2438
636	2139
636	522
636	2261
636	36
636	551
636	787
636	12990
636	41
636	693
636	67
636	3548
636	4346
636	356
636	3550
636	231
636	12016
636	2502
636	2332
636	2292
636	516
636	984
636	2281
636	11956
636	626
636	6374
636	3976
636	1020
636	816
636	7
810	1610
810	1512
810	6561
810	2024
810	1190
810	843
810	9869
810	193
810	153
810	91
810	13775
810	11519
818	11856
818	3803
818	5142
818	515
818	1623
818	10
818	15493
818	286
818	2991
818	524
818	568
818	232
818	1284
818	588
818	999
818	14011
818	3753
818	2576
818	1633
818	6074
818	8045
818	2837
818	462
818	1244
818	883
818	6115
818	9181
818	7
818	1886
818	659
836	1542
855	1167
855	335
855	2912
855	2636
860	203
860	292
860	45
860	5085
860	9860
860	1546
860	91
860	502
860	3923
860	6261
860	11385
860	4917
860	3456
860	153
860	1194
860	2571
860	24
860	56
860	11237
860	610
860	3501
860	2277
860	1023
860	539
860	13
860	408
