853	1
853	816
853	6535
853	2522
853	300
853	80
853	6444
853	1055
853	6205
853	3243
853	1705
853	5859
853	4319
853	1607
853	3649
853	5007
853	2427
853	7367
853	22
853	3961
853	892
853	10283
853	2629
853	1505
853	4586
853	20
853	1692
853	308
853	5864
853	6464
853	1228
853	947
853	3599
853	5549
853	1770
853	1190
14679	4140
14679	2333
14679	3537
14679	3555
14679	128
14679	727
14679	707
14679	648
14679	731
14679	879
14679	649
14679	948
14679	1584
14679	315
14679	2520
14679	3885
14679	5438
14679	1252
14679	2769
14679	1817
14679	618
14679	364
14679	2716
14679	1094
14679	243
14679	3434
14679	1578
14679	93
14679	1393
14679	987
14679	3241
4026	4
4026	766
4026	1084
4026	1453
4026	3713
4026	3625
4026	3946
4026	1007
4026	1415
4026	1164
4026	2055
4026	5275
4026	5301
4026	660
4026	221
4026	4990
7850	9
7850	5278
7850	519
7850	2287
7850	4961
7850	45
7850	2007
7850	1926
7850	274
7850	549
7850	3108
7850	3607
7850	226
7850	175
7850	3803
7850	4366
7850	972
7850	1025
7850	2333
7850	212
7850	6637
7850	2763
7850	1593
7850	30
7850	3260
7850	1038
7850	2127
7850	3483
7850	6894
7850	6924
7850	3354
7850	1284
7850	1758
7850	1011
7850	957
7850	1196
7850	580
7850	20
7850	2036
7850	1150
7850	482
10358	14
10358	3129
10358	711
10358	427
10358	4017
10358	306
10358	1624
10358	1843
10358	934
10358	556
10358	1102
10358	5682
10358	3580
10358	535
10358	5453
10358	1315
5647	20
5647	2054
5647	677
5647	2128
5647	5151
5647	1224
5647	1447
5647	1180
5647	2729
5647	1454
5647	5414
5647	116
5647	3533
5647	1020
5647	2115
5647	1524
5647	1770
5647	5381
5647	199
5647	1991
5647	4316
5647	1822
5647	3958
5647	179
5647	212
5647	33
5647	2394
5647	4615
5647	1753
5647	3068
5647	2049
5647	317
5647	3117
5647	228
5647	537
5647	1962
5647	4778
5647	783
5647	4042
5647	7721
5647	3045
5647	1415
5647	263
5647	1019
5647	1805
5647	1417
5647	168
5647	577
5647	2826
5647	931
5647	3090
5647	1593
5647	1695
5647	2231
5647	1719
5647	3565
5647	3586
5647	2870
5647	3300
5647	6074
5647	273
5647	3251
5647	2489
5647	527
5647	4240
5647	2823
5647	3317
5267	22
5267	903
5267	361
5267	4889
5267	2259
5267	1432
5267	1957
5267	98
5267	3062
5267	1838
5267	192
5267	5728
5012	23
5012	973
5012	202
5012	818
5012	434
5012	6487
5012	1945
5012	1150
5012	6723
5012	1228
5012	4002
5012	2020
5012	2587
5012	2588
5012	6094
5012	88
5012	1153
5012	3243
5012	92
5012	2390
5012	825
5012	437
5012	6797
5012	8455
5012	3088
5012	4369
5012	1102
5012	784
5012	523
5012	5005
5012	3330
5012	658
5012	6203
5012	3320
5012	182
5012	1132
5012	5019
5012	1997
5012	1248
5012	6023
5012	2896
5012	731
5012	2002
5012	1481
