0	169
0	320
0	1153
0	347
0	488
0	862
0	979
0	697
0	426
0	424
0	1036
0	221
0	125
0	557
0	259
0	652
0	733
0	151
0	317
0	128
0	99
0	720
0	116
0	752
0	241
0	759
0	433
0	341
0	248
0	120
0	758
0	465
0	1183
0	427
0	847
0	1427
0	123
0	295
0	465
0	77
0	1740
0	433
0	715
0	420
0	272
0	1690
0	108
0	241
0	286
0	301
0	99
0	293
0	219
0	657
0	612
0	851
0	1071
0	416
0	365
1	104
1	630
1	283
1	590
1	67
2	436
2	586
2	247
2	931
2	18
2	216
2	982
2	36
2	371
2	846
2	342
2	670
2	538
2	217
2	18
2	236
2	173
2	583
2	125
2	72
2	237
2	727
2	234
2	216
2	688
2	1498
3	909
3	269
3	952
3	341
3	706
3	688
3	420
3	864
3	697
3	766
3	266
3	182
3	986
3	298
3	254
3	207
3	766
3	73
3	922
3	726
3	58
3	208
3	253
3	3
3	1179
3	340
3	1768
3	430
3	1195
3	226
3	1670
3	228
3	574
3	323
3	1322
3	72
3	735
3	1068
3	1190
3	439
3	424
3	1021
3	338
3	782
3	1265
3	418
3	384
3	190
3	258
3	681
3	271
3	1175
3	612
3	185
3	246
3	457
3	40
3	852
3	1431
3	485
3	518
3	13
3	552
3	428
3	262
3	306
3	727
3	1202
3	476
3	671
3	50
3	63
3	1132
3	625
3	65
3	495
3	84
3	502
3	639
3	209
3	600
3	1277
4	1201
4	238
4	271
4	857
4	379
4	908
4	248
4	854
4	1169
4	343
4	586
4	759
4	97
4	258
4	1387
4	406
4	510
4	21
4	347
4	298
4	326
4	230
4	791
4	384
4	287
4	944
4	246
4	1126
4	392
4	1251
4	37
4	280
4	1459
4	1086
4	313
4	246
4	501
4	44
4	30
5	232
5	416
5	1438
5	1264
5	400
5	975
5	234
5	461
5	1026
5	128
5	97
5	435
5	369
6	105
6	339
6	14
6	564
6	125
6	392
6	152
6	625
6	81
6	430
6	59
7	30
7	852
7	198
7	1475
7	825
7	1037
7	1075
7	24
7	1196
7	652
7	117
7	953
7	95
7	62
7	85
7	92
7	58
7	28
7	38
7	203
7	637
7	430
7	1490
7	328
7	376
7	1652
7	565
7	85
7	416
7	557
7	467
7	27
7	45
7	1279
7	406
7	626
7	406
7	1725
7	1426
7	1096
7	399
7	354
7	7
7	1389
7	579
7	830
7	1139
7	101
7	87
7	593
7	1536
7	592
7	792
7	429
7	1306
7	448
7	174
7	1109
7	267
7	204
7	454
7	847
7	16
7	53
7	28
7	1215
7	188
8	667
8	608
8	1147
8	1344
8	510
8	44
8	754
8	668
8	340
8	89
8	445
8	127
8	99
8	580
8	111
8	395
8	1295
8	228
8	411
8	184
8	309
8	216
8	343
8	1462
8	5
8	58
8	110
8	243
8	236
8	723
8	231
8	230
8	922
8	1226
8	215
8	601
8	704
8	400
8	5
8	581
8	935
8	670
8	435
8	5
8	19
8	795
8	80
8	696
8	404
8	476
8	428
8	395
8	603
8	722
8	356
9	85
9	596
9	30
9	278
9	170
9	1158
9	1354
9	635
9	800
9	14
9	258
9	68
9	488
9	1077
9	1087
9	69
9	120
9	824
9	884
9	426
9	268
9	1300
9	1214
9	591
9	249
9	344
9	408
9	378
9	116
9	3
9	99
9	258
9	397
10	980
10	64
10	986
10	641
10	226
10	1158
10	193
10	232
10	475
10	567
10	346
10	1239
10	662
10	216
10	711
10	246
10	1174
10	697
10	678
10	363
10	127
10	1545
10	736
10	736
10	614
10	6
10	873
10	27
10	72
10	772
10	1302
10	177
10	423
10	488
10	30
10	2
11	1181
11	1235
11	581
11	1130
11	136
11	78
11	38
11	3
11	468
11	837
11	521
11	124
11	303
11	300
11	304
11	1016
11	83
11	744
12	638
12	525
12	1675
12	1092
12	852
12	80
12	251
12	436
12	222
12	1200
12	605
12	125
12	254
12	523
12	391
12	1136
12	687
12	976
12	1238
12	1309
12	788
12	121
12	1735
12	327
12	1330
12	851
12	73
12	227
12	239
12	255
12	445
12	89
12	1633
12	0
12	389
12	18
12	665
12	432
12	564
12	106
12	976
12	199
12	584
12	1248
12	433
12	590
12	206
12	912
12	1152
12	1214
12	1087
12	3
12	995
12	1611
12	909
12	136
12	277
12	236
12	1642
12	1268
12	411
12	95
12	1445
12	1511
12	631
12	221
12	535
12	87
12	405
12	64
12	392
12	263
12	234
12	723
12	1139
12	199
13	1567
13	61
13	1192
13	211
13	678
13	1177
13	235
13	1326
13	460
13	940
13	769
13	83
13	187
13	521
13	557
13	504
13	476
13	520
14	582
14	1742
14	637
14	768
14	470
14	57
14	499
14	713
14	1181
14	476
14	564
14	582
14	758
14	39
14	1553
14	253
14	857
14	232
14	70
14	113
14	588
14	344
14	24
14	234
14	782
14	1566
14	1020
14	75
14	1042
14	232
14	501
14	982
14	470
14	209
14	725
14	817
14	807
14	1241
14	638
14	292
14	85
14	256
14	71
14	185
14	253
14	1121
14	669
14	338
14	1233
14	1755
14	191
14	962
14	1167
14	238
14	693
14	878
14	626
14	702
14	1320
14	474
14	233
14	325
14	992
14	582
14	1665
14	1041
14	1554
14	1017
14	126
14	95
14	188
14	1135
14	688
14	1222
14	1515
14	202
14	61
14	77
14	206
14	313
14	738
14	61
14	972
14	514
14	511
14	71
14	37
14	288
14	990
14	799
14	249
14	31
14	1548
14	1010
14	565
14	510
14	1546
14	71
14	288
14	1195
14	306
14	14
14	1
14	1496
14	209
14	1301
14	155
14	1114
14	259
14	684
14	956
14	351
14	1181
14	586
14	70
14	569
14	517
15	80
